Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
48887,1,7,15,5,B,I,N,B,B,E,3,J,B,20,1,A,K,N,82,11,N,10,A,2,40,1,3,6,N,N,A,2,2
48894,1,11,19,6,B,H,N,B,B,D,8,A,B,15,3,A,D,N,29,16,Y,9,A,2,40,1,17,7,N,N,A,2,1
48897,0,17,4,3,N,H,N,B,B,E,12,H,B,10,3,A,R,N,81,8,N,16,B,2,34,1,11,4,Y,N,C,2,1
48902,0,7,18,2,B,A,Y,B,B,D,8,B,B,10,1,A,G,N,91,8,N,20,A,1,34,1,1,6,N,N,E,1,12
48903,1,19,19,2,N,H,N,B,B,E,8,I,B,15,1,A,K,N,38,15,Y,15,B,2,22,1,2,3,N,N,D,2,1
48904,0,17,13,2,N,K,Y,B,B,F,12,H,B,20,1,A,R,N,30,8,N,4,A,2,40,1,11,7,Y,N,E,3,2
48906,1,18,5,3,W,C,Y,B,B,D,7,L,B,20,1,A,I,N,54,15,N,3,A,4,40,1,12,3,N,N,A,4,6
48907,1,17,10,1,N,A,N,B,B,D,12,B,B,5,1,A,B,N,43,7,N,13,A,2,22,1,5,6,Y,N,C,2,7
48908,1,13,17,3,N,C,N,B,B,D,3,B,B,15,1,A,I,N,43,14,N,5,A,2,22,1,20,5,Y,N,E,2,3
48909,1,14,13,5,N,K,N,B,B,E,12,K,B,15,1,A,R,N,90,18,Y,16,A,3,25,1,19,6,Y,N,E,3,6
48912,1,3,18,7,B,H,Y,B,B,B,3,E,B,20,1,A,B,N,57,19,N,12,A,2,37,1,16,4,Y,N,E,2,7
48914,1,16,1,1,W,B,N,B,B,D,3,B,B,20,1,A,I,N,31,12,Y,4,A,1,28,1,5,5,N,N,E,1,1
48916,1,8,1,1,N,H,Y,B,B,E,3,J,B,10,1,A,R,N,43,12,Y,4,B,1,40,1,20,4,N,N,A,3,1
48918,0,17,4,3,N,A,N,B,B,D,12,B,B,10,1,A,I,N,77,6,Y,5,A,2,40,1,18,7,Y,N,C,2,3
48919,1,15,20,1,N,K,Y,B,B,E,3,H,B,20,1,A,K,Y,64,15,Y,5,A,4,34,1,5,6,N,Y,A,4,2
48921,1,1,21,1,C,A,N,B,B,B,8,L,B,10,1,A,A,N,21,28,Y,11,D,1,34,1,21,4,N,N,B,2,2
48923,1,19,23,1,N,H,N,B,B,E,3,H,B,10,1,A,N,N,29,17,N,3,B,2,22,1,5,3,Y,N,C,2,1
48924,0,19,18,1,B,K,N,B,D,E,12,H,B,10,3,A,J,N,31,11,N,3,A,2,25,1,19,3,Y,N,E,2,11
48926,0,2,18,5,C,H,Y,B,B,E,12,M,B,10,3,N,J,N,50,11,N,6,B,2,40,1,23,1,Y,N,E,1,9
48928,0,2,17,1,C,A,Y,B,B,C,12,B,B,10,3,A,B,N,58,17,N,13,A,2,40,1,25,5,Y,N,E,4,10
48929,1,1,16,5,N,A,N,B,B,D,3,L,B,15,1,C,H,N,52,16,N,22,A,2,22,1,23,6,Y,N,E,2,2
48931,1,6,16,5,B,A,Y,B,B,D,7,B,B,10,3,A,B,N,86,9,N,16,A,2,37,1,1,6,Y,N,E,2,7
48934,0,16,12,4,N,B,Y,D,B,D,8,B,B,10,1,A,E,N,50,9,N,4,B,2,34,1,14,7,N,N,A,3,1
48935,0,8,6,4,N,C,Y,B,B,D,12,A,B,15,1,A,C,N,98,11,N,10,A,3,40,1,8,3,Y,N,E,4,5
48936,1,18,7,5,N,A,Y,B,B,D,7,B,B,10,2,A,A,N,44,7,N,5,B,3,37,1,17,3,Y,N,D,2,1
48938,1,9,21,4,N,C,N,B,D,D,2,B,B,10,1,A,I,N,58,10,Y,12,A,2,40,2,19,4,Y,N,E,2,1
48939,0,5,18,3,N,K,Y,B,B,E,12,H,B,15,1,A,K,Y,96,7,N,14,C,1,40,1,19,3,Y,Y,C,1,1
48941,1,8,17,4,N,H,Y,B,B,D,2,B,B,5,1,A,B,N,87,12,Y,4,A,2,40,1,21,3,Y,N,E,3,2
48943,1,19,18,6,B,B,N,B,B,D,8,B,B,10,1,A,B,N,62,14,Y,12,A,2,37,1,18,5,N,N,A,2,10
48946,1,3,17,5,B,I,N,B,B,E,3,H,B,15,1,A,R,N,67,11,N,20,A,2,28,1,2,6,Y,N,E,2,11
48947,1,9,12,1,W,H,N,B,B,E,3,H,B,10,1,A,R,N,43,11,N,8,D,2,28,1,1,4,Y,N,C,6,1
48948,1,5,17,4,B,A,Y,B,B,D,7,B,B,20,1,A,B,N,65,8,Y,9,A,2,40,1,19,3,N,N,A,4,3
48949,1,8,7,5,N,K,Y,B,B,E,7,J,B,5,1,A,R,N,90,10,N,13,A,2,34,1,16,4,Y,N,C,3,5
48950,0,8,18,4,H,A,Y,B,B,D,8,B,B,10,1,A,E,N,71,9,N,14,A,3,28,1,16,5,N,N,E,3,5
48951,0,12,22,5,H,C,N,B,B,D,3,L,B,20,1,H,I,N,54,12,Y,8,C,2,40,1,18,3,Y,N,C,3,2
48952,1,6,14,2,B,A,Y,B,B,D,2,B,B,15,3,A,B,N,63,10,N,12,A,1,31,1,8,4,Y,N,E,1,6
48953,0,14,3,2,E,K,Y,B,B,E,2,H,B,10,1,D,Q,Y,86,22,N,5,C,2,31,1,20,7,Y,Y,E,2,2
48956,1,12,6,3,N,C,Y,B,B,D,3,L,B,15,3,A,I,N,50,10,N,5,C,2,40,1,23,6,Y,N,C,2,1
48957,0,14,9,3,N,H,N,B,B,D,7,L,B,20,1,A,I,N,24,17,Y,10,A,3,37,1,1,4,Y,N,C,3,7
48958,1,16,20,3,C,K,Y,B,B,E,2,H,B,10,1,A,J,Y,92,12,N,16,A,2,31,1,2,3,Y,Y,C,2,2
48961,0,14,22,6,N,C,Y,B,B,D,7,L,B,10,3,A,D,N,86,16,N,7,A,2,37,1,19,4,Y,N,C,3,1
48962,1,16,19,1,N,A,Y,B,B,D,8,A,B,20,0,A,E,N,52,4,N,5,B,2,37,1,13,7,Y,N,E,2,1
48964,0,9,21,2,N,C,N,D,B,D,12,L,B,20,1,A,I,N,96,14,N,16,A,2,34,1,1,7,Y,N,D,2,7
48965,0,12,15,1,C,K,N,B,B,E,12,J,B,20,3,D,R,N,29,12,N,3,A,2,40,1,19,3,Y,N,E,2,1
48966,1,19,1,1,N,H,N,B,B,G,8,J,B,10,3,A,N,N,50,25,N,15,B,1,37,1,4,4,Y,N,E,1,1
48968,1,4,7,5,H,K,N,C,B,E,3,H,B,15,3,A,R,Y,81,13,N,10,C,2,40,1,22,4,Y,Y,E,2,1
48969,1,15,8,2,N,K,Y,B,B,E,12,H,B,10,1,A,L,N,57,10,N,6,A,2,40,1,17,5,Y,N,E,4,2
48972,0,6,8,2,B,A,Y,B,B,D,8,B,B,10,3,A,B,N,59,10,N,8,A,3,34,1,24,3,Y,N,E,3,3
48974,1,11,11,1,N,C,Y,B,B,D,3,L,B,15,3,A,B,N,20,12,N,7,A,2,34,1,22,1,Y,N,E,3,1
48975,0,8,10,2,N,C,N,B,B,D,12,A,B,20,1,A,E,Y,87,19,Y,18,A,3,37,2,1,6,Y,Y,E,5,1
48976,1,11,20,4,N,B,Y,B,A,D,12,E,B,20,1,A,I,N,41,12,N,10,A,3,22,1,1,7,Y,N,D,5,7
48978,0,14,19,1,N,K,N,B,D,E,3,H,B,10,1,A,K,N,75,16,Y,9,A,2,31,1,19,7,Y,N,E,4,6
48983,1,6,19,2,N,A,N,B,B,D,8,B,B,20,1,A,I,Y,68,6,Y,5,A,2,40,1,18,2,Y,Y,E,2,1
48985,1,14,11,7,W,I,Y,B,B,E,12,I,B,10,1,A,P,N,55,22,N,11,A,2,40,1,17,6,Y,N,D,3,8
48986,1,13,21,2,N,K,Y,B,B,E,3,J,B,5,3,A,N,N,75,16,N,3,A,3,28,1,17,6,N,N,A,4,2
48987,1,18,13,4,B,B,Y,B,C,D,8,B,B,10,1,A,E,N,75,9,N,16,A,2,37,1,16,7,N,N,A,2,6
48990,1,9,7,5,N,K,Y,D,B,E,3,I,D,10,3,A,J,N,45,14,N,22,A,2,40,1,8,4,N,N,A,2,5
48991,0,3,18,5,N,K,N,B,B,E,12,H,B,10,1,A,K,Y,79,12,N,9,C,2,25,1,18,6,Y,Y,E,2,1
48992,1,3,18,1,B,B,N,B,B,D,2,B,B,15,1,A,B,N,34,10,Y,19,B,2,37,1,10,4,Y,N,E,2,1
48996,0,3,23,3,N,B,Y,B,B,D,12,L,B,10,1,A,I,N,74,15,N,11,A,2,34,1,22,3,N,N,A,2,4
48997,1,11,18,6,W,C,N,B,B,D,8,L,B,10,1,A,A,N,61,12,Y,6,A,2,37,1,18,4,Y,N,E,2,4
48999,1,4,8,5,N,K,Y,B,B,E,12,H,B,10,1,A,R,N,79,8,N,11,A,2,31,1,9,3,Y,N,E,2,4
49001,1,18,6,1,N,K,N,B,B,E,2,J,B,15,1,C,J,N,58,13,Y,11,A,2,40,1,7,5,N,N,A,3,4
49003,0,17,6,4,N,K,Y,B,B,E,8,H,B,15,1,A,K,Y,97,10,N,13,C,2,25,1,17,6,Y,Y,E,2,5
49004,1,4,18,2,N,K,N,B,B,E,12,H,B,20,3,A,R,N,73,8,N,16,A,1,37,1,4,1,Y,N,C,1,7
49005,1,6,18,3,B,A,Y,B,B,D,12,B,B,10,3,A,I,Y,64,7,N,16,A,2,34,1,1,4,Y,Y,E,2,1
49008,1,14,20,4,B,I,N,B,B,E,7,N,B,15,1,A,O,Y,53,15,N,6,A,2,22,1,3,7,N,Y,A,3,5
49010,1,15,17,1,W,H,N,B,B,D,7,B,B,10,1,A,I,N,67,9,N,17,A,2,31,1,1,4,N,N,A,2,10
49017,1,19,19,3,N,K,N,B,B,E,8,H,B,15,1,A,M,N,41,13,N,9,A,3,37,1,18,3,N,N,A,4,2
49018,1,8,6,4,E,H,N,B,B,E,7,H,B,15,3,A,K,N,67,20,N,13,E,2,34,1,11,7,Y,N,D,2,10
49020,1,1,11,4,C,A,N,B,B,D,8,F,B,10,3,N,I,N,34,12,N,11,A,2,31,1,21,6,Y,N,D,2,3
49021,0,1,19,4,C,A,N,B,D,D,2,D,B,10,2,A,A,N,31,12,N,7,A,2,40,1,21,3,N,N,E,2,1
49022,1,13,17,7,N,K,Y,B,B,E,2,I,B,20,1,A,R,Y,80,10,N,11,A,2,34,1,13,7,Y,Y,E,2,1
49025,1,17,7,5,N,H,Y,B,B,E,7,H,B,20,3,A,K,N,59,7,N,3,B,2,31,1,15,7,N,N,A,2,1
49027,0,17,2,1,H,K,Y,B,B,E,8,H,B,20,1,A,R,Y,56,10,N,18,A,1,40,1,8,7,Y,Y,E,1,1
49028,1,10,18,3,N,K,Y,B,B,E,8,H,B,20,1,A,J,N,31,14,Y,8,A,2,25,1,3,3,N,N,E,2,5
49029,0,9,17,5,B,C,Y,B,B,D,8,B,B,10,2,A,B,N,93,13,Y,18,A,2,25,1,14,1,Y,N,D,2,5
49031,0,4,7,2,N,K,N,B,B,E,7,J,B,15,3,A,J,N,63,9,Y,9,A,1,37,1,10,7,Y,N,E,1,6
49032,0,8,18,1,W,C,Y,B,B,D,2,A,B,20,1,A,A,N,39,17,N,8,B,2,28,1,5,7,Y,N,E,4,1
49033,0,12,8,1,N,C,Y,B,B,D,8,L,B,10,1,A,I,N,47,30,Y,5,A,7,28,3,2,4,Y,N,E,7,4
49034,1,11,14,6,N,H,N,B,B,D,8,B,B,20,1,A,B,N,26,13,N,6,C,2,34,1,14,3,Y,N,E,2,1
49037,1,10,18,1,N,K,Y,B,B,E,2,H,C,10,1,A,K,N,52,18,N,11,A,2,37,1,19,7,Y,N,E,2,2
49038,1,14,19,2,E,H,Y,B,B,D,3,A,B,10,1,W,I,Y,85,6,N,8,A,1,40,1,2,5,Y,Y,E,2,3
49039,0,16,18,2,B,C,Y,B,B,D,12,B,B,15,4,A,B,N,38,10,N,11,A,2,25,1,11,4,Y,N,C,3,2
49040,0,6,8,1,B,H,Y,B,B,E,12,H,B,20,3,A,K,N,19,9,N,5,B,2,31,1,20,3,Y,N,E,4,1
49041,1,8,12,5,N,C,Y,B,B,B,8,B,B,20,1,A,D,N,37,13,N,5,C,2,31,1,6,6,Y,N,E,2,1
49042,1,16,23,2,N,K,Y,B,B,E,12,J,C,10,1,A,M,Y,94,12,N,21,A,2,28,1,1,1,N,Y,E,2,1
49043,1,2,20,2,C,K,N,B,B,E,3,H,B,10,1,A,K,N,51,23,Y,14,A,2,31,1,23,7,Y,N,E,3,11
49044,0,5,12,5,B,A,Y,B,B,D,2,B,B,20,1,A,B,Y,61,9,N,7,C,1,34,1,13,7,Y,Y,E,1,2
49047,0,6,13,2,B,K,Y,B,D,E,3,H,B,10,1,A,K,Y,82,7,N,17,A,2,34,1,22,1,Y,Y,D,3,10
49048,0,18,18,5,B,I,Y,B,B,E,12,H,A,20,1,A,R,N,32,11,Y,12,A,1,40,1,1,6,Y,N,E,1,8
49050,1,9,16,2,N,C,Y,B,B,D,8,B,B,5,1,A,I,Y,48,10,Y,4,C,2,34,1,1,6,Y,Y,E,2,1
49051,1,9,2,1,W,H,N,B,B,E,8,H,B,15,2,A,M,N,29,16,N,11,A,2,31,1,21,6,N,N,A,4,8
49054,0,7,17,1,B,A,Y,B,B,D,3,B,B,15,3,A,B,N,45,8,Y,8,A,2,40,1,2,1,Y,N,D,7,4
49060,1,14,19,1,N,C,N,B,B,D,12,B,B,10,1,A,A,N,68,21,N,11,A,3,34,1,13,3,Y,N,C,4,5
49062,0,2,16,1,N,H,N,B,B,E,8,H,B,10,1,A,K,N,59,21,N,13,B,4,25,1,25,6,Y,N,E,2,1
49064,1,13,21,2,N,H,Y,B,B,E,2,H,C,20,3,A,K,N,6,10,N,3,B,2,22,1,5,6,Y,N,E,2,1
49065,1,2,22,6,N,H,N,B,B,E,7,H,B,10,1,A,R,Y,85,15,Y,8,B,2,22,1,1,7,N,Y,D,3,1
49066,1,9,8,6,N,H,N,B,B,D,8,B,B,20,3,A,B,N,41,11,N,13,A,1,34,1,18,7,Y,N,E,1,6
49067,0,3,2,1,N,H,N,B,B,E,3,J,B,20,1,A,R,N,35,10,N,4,B,1,37,1,14,6,N,N,A,1,1
49068,0,6,9,6,B,A,N,B,A,B,8,B,B,15,3,A,B,N,67,8,N,7,A,2,28,1,1,6,Y,N,E,2,1
49069,1,16,8,1,N,B,Y,B,B,D,3,B,D,10,3,A,I,N,39,3,N,2,A,2,34,1,22,5,Y,N,C,2,1
49073,1,5,19,5,N,A,Y,B,B,D,3,B,A,10,1,A,I,Y,66,8,Y,12,C,1,37,1,11,6,Y,Y,E,1,1
49074,0,13,16,5,N,H,N,B,B,E,8,H,B,10,1,A,K,N,25,18,Y,5,B,2,37,1,4,4,Y,N,C,2,1
49075,0,9,19,2,B,K,N,B,B,E,12,H,B,10,3,A,K,N,71,14,N,9,A,1,31,1,9,7,Y,N,C,2,5
49077,0,10,12,2,N,C,N,B,B,D,3,L,B,15,1,A,I,N,49,19,N,9,A,2,40,1,5,5,Y,N,E,2,1
49078,0,1,13,6,C,A,N,B,B,D,8,F,B,20,1,A,B,N,24,18,Y,16,A,1,40,1,21,1,N,N,E,2,8
49079,1,8,21,2,B,H,Y,B,B,E,8,H,B,15,1,A,R,N,37,17,Y,4,B,2,31,1,7,7,N,N,A,4,1
49080,1,2,6,4,G,A,N,B,B,B,8,B,B,20,1,C,B,N,92,20,N,14,A,2,40,1,2,3,N,N,D,2,6
49083,0,19,1,1,N,H,Y,B,B,E,3,J,B,10,1,A,L,N,48,8,Y,4,B,2,37,1,16,6,N,N,A,2,1
49084,1,18,5,4,G,K,Y,B,C,E,3,H,B,20,1,A,L,N,86,20,N,13,A,1,37,1,9,5,Y,N,D,1,4
49087,0,12,8,1,N,C,N,B,B,D,3,L,B,10,1,A,I,Y,95,26,N,15,A,4,37,2,3,6,Y,Y,E,4,6
49089,1,12,6,1,N,H,N,B,C,D,12,L,B,20,3,A,B,N,32,17,N,15,B,2,34,1,2,6,N,N,A,2,1
49090,1,8,20,4,W,H,N,B,B,F,3,J,B,15,1,A,K,Y,71,12,N,13,B,2,31,1,3,6,Y,Y,E,2,1
49091,0,11,20,9,N,C,Y,B,B,D,8,L,B,20,1,W,A,N,41,15,N,14,A,2,31,1,17,7,N,N,A,2,3
49092,0,4,7,5,N,A,Y,B,B,D,3,B,B,10,2,A,B,N,65,6,N,3,B,2,25,1,9,1,Y,N,E,2,1
49096,0,8,5,4,N,K,N,B,B,E,3,H,D,20,1,A,K,N,83,11,N,9,A,3,28,1,17,3,Y,N,A,5,4
49098,1,14,5,3,N,H,N,B,B,D,12,B,B,15,2,A,B,Y,78,12,Y,12,A,2,28,1,15,5,Y,Y,C,2,3
49099,1,8,11,1,N,A,Y,B,C,D,7,B,B,15,1,A,I,N,80,7,N,9,C,2,40,1,3,1,Y,N,E,4,1
49105,1,9,15,4,B,K,N,B,B,E,3,H,B,5,3,A,J,N,73,14,N,13,A,1,25,1,11,4,N,N,A,1,11
49106,0,18,6,2,E,B,N,B,B,D,3,L,B,10,1,A,I,N,49,11,Y,14,A,2,40,1,7,4,N,N,A,2,9
49108,1,7,13,1,B,K,N,D,B,E,12,H,B,10,1,A,K,N,93,8,N,7,A,2,34,1,15,1,Y,N,C,7,2
49109,1,17,11,8,N,K,Y,B,B,F,3,H,B,10,1,A,L,N,16,8,N,14,A,2,37,1,9,4,N,N,A,2,5
49110,0,12,19,1,B,C,N,B,B,D,12,B,B,10,1,A,B,N,18,13,N,5,A,2,31,1,25,4,Y,N,E,3,1
49112,0,3,17,5,B,C,N,B,B,D,8,L,B,10,1,A,B,N,40,13,N,5,A,2,31,1,20,1,Y,N,E,2,1
49113,1,5,3,2,N,K,N,B,B,E,8,N,B,20,1,A,R,N,70,8,N,21,A,1,31,1,19,7,N,N,D,1,3
49114,1,6,14,5,B,A,N,B,B,D,3,B,B,5,3,A,I,N,71,9,N,4,C,2,31,1,10,2,Y,N,E,2,1
49115,1,14,22,1,E,K,N,B,B,E,3,J,B,5,1,A,M,N,65,23,Y,6,A,1,22,1,19,7,N,N,A,1,3
49116,1,15,23,5,W,I,N,B,B,E,8,H,B,15,1,A,N,N,15,14,N,8,A,3,34,1,22,4,Y,N,C,3,4
49117,1,13,17,3,N,K,N,B,B,E,3,H,B,15,1,A,K,N,36,22,N,11,A,2,28,1,17,6,Y,N,E,2,8
49118,1,4,13,5,N,K,N,B,B,F,3,H,B,10,1,A,K,N,66,9,N,6,A,2,37,1,11,4,Y,N,C,7,6
49119,0,12,8,6,N,K,Y,B,B,E,8,J,B,10,1,A,R,Y,78,10,N,13,C,2,37,1,8,2,Y,Y,E,2,4
49121,1,6,16,4,B,A,Y,B,B,D,8,B,B,15,1,A,E,N,54,7,Y,17,A,2,34,1,1,1,Y,N,C,2,4
49123,1,2,5,3,C,A,N,B,D,D,8,B,B,10,1,N,C,N,46,11,N,5,B,2,31,1,13,1,Y,N,B,3,1
49124,0,15,18,2,N,K,N,B,B,E,3,J,B,10,1,A,J,N,57,9,N,7,A,2,34,1,3,7,N,N,A,4,6
49129,1,4,16,7,N,K,N,B,B,E,12,H,B,10,1,A,K,N,76,6,N,9,A,2,28,1,19,5,Y,N,C,4,2
49130,0,10,21,1,N,C,N,B,B,D,7,L,B,15,1,A,I,N,51,18,N,5,C,2,31,1,14,7,Y,N,E,2,1
49133,0,19,19,4,B,C,N,B,B,D,12,B,B,20,1,A,E,N,44,18,Y,7,B,1,31,1,7,3,Y,N,C,1,1
49135,1,5,1,1,E,A,Y,D,B,D,8,D,B,10,1,A,E,N,45,14,N,11,A,2,40,1,16,3,N,N,A,2,1
49137,1,9,22,5,N,C,Y,B,B,D,8,B,B,15,1,A,E,N,72,15,Y,18,A,2,25,1,4,4,Y,N,C,2,11
49140,0,17,1,1,B,A,Y,B,B,D,8,B,B,10,1,A,I,N,25,8,Y,3,B,1,37,1,1,4,N,N,C,1,1
49143,1,3,7,5,E,B,N,B,B,D,8,L,B,20,0,C,H,N,66,14,N,12,A,2,28,1,21,2,N,N,A,2,9
49144,1,9,18,1,B,C,N,B,B,D,2,L,B,10,1,A,I,N,29,9,N,15,A,2,31,1,18,3,Y,N,E,2,1
49146,1,4,7,5,N,A,N,B,B,D,8,B,B,10,3,A,I,N,89,8,Y,9,A,2,40,1,16,7,Y,N,E,4,5
49148,0,15,7,2,N,C,Y,B,B,D,8,B,B,15,1,A,I,Y,89,19,Y,4,A,2,25,1,14,3,Y,Y,E,2,1
49149,0,1,18,4,N,A,N,B,B,B,8,B,B,20,2,A,B,N,28,12,N,7,B,3,37,1,21,6,N,N,E,3,8
49154,1,12,19,4,W,C,Y,D,B,D,3,B,D,10,1,A,E,N,15,14,N,12,A,4,31,1,7,3,Y,N,E,4,3
49159,1,17,15,4,N,A,Y,B,B,C,7,B,B,10,2,A,A,N,55,7,N,4,A,2,25,1,21,3,N,N,A,2,2
49160,1,8,7,5,B,A,Y,B,B,D,12,L,B,20,1,A,I,N,20,15,Y,5,B,2,31,1,3,7,N,N,C,2,1
49161,1,16,3,2,N,K,N,B,B,E,8,J,B,15,1,A,K,N,47,8,N,5,C,1,31,1,12,4,Y,N,E,1,1
49162,1,10,10,7,N,H,Y,B,B,E,12,K,B,15,1,A,J,Y,78,24,N,10,B,2,37,1,1,2,Y,Y,E,5,6
49166,0,11,19,1,N,B,Y,C,B,D,3,L,D,5,1,A,B,N,58,14,Y,9,A,2,31,1,14,5,Y,N,D,3,1
49168,0,16,5,3,N,B,Y,B,B,D,7,B,B,10,1,A,I,N,48,9,Y,11,A,2,40,1,10,1,Y,N,E,2,4
49172,1,14,15,2,E,H,Y,B,D,D,2,B,B,15,1,A,I,N,66,10,Y,7,B,1,37,1,14,7,N,N,A,3,1
49173,0,11,1,1,N,H,Y,B,B,D,8,L,B,20,2,D,I,N,4,26,N,10,A,4,31,2,16,4,Y,N,D,4,4
49176,1,5,3,1,W,I,N,B,B,E,3,J,B,10,1,A,R,N,26,7,Y,4,A,2,37,1,8,4,N,N,C,3,2
49177,0,8,18,1,E,H,N,B,B,E,7,J,B,20,1,A,L,N,73,18,N,8,B,2,40,1,21,4,N,N,A,4,1
49178,0,14,22,4,W,C,N,B,B,D,8,L,B,10,1,A,I,Y,80,16,N,11,C,3,25,2,15,4,Y,Y,D,3,1
49179,1,19,4,3,N,H,Y,B,B,E,8,H,B,15,1,A,R,N,25,9,Y,12,B,2,22,1,20,6,N,N,A,2,1
49182,1,4,14,2,N,A,Y,B,B,D,12,E,B,5,3,A,F,N,52,8,N,15,A,3,40,1,10,4,Y,N,D,3,10
49184,1,18,1,1,N,A,N,B,B,D,7,B,B,5,3,A,B,N,40,8,N,5,B,2,34,1,18,4,N,N,C,2,1
49187,0,9,4,3,W,C,Y,B,B,D,2,L,B,10,3,A,B,N,49,13,N,9,B,1,40,1,6,5,Y,N,E,1,1
49188,1,8,8,2,N,B,N,B,B,D,3,A,B,20,3,A,B,N,95,9,N,15,A,2,22,1,18,7,Y,N,C,2,7
49191,0,1,4,4,C,K,N,A,B,E,12,H,B,5,4,N,R,N,35,11,N,15,A,2,22,1,21,3,Y,N,D,1,1
49192,0,6,5,4,B,K,N,D,B,E,8,H,B,20,4,A,M,N,59,7,Y,10,A,4,40,1,4,6,N,N,E,4,2
49194,0,12,19,6,B,C,Y,B,B,D,8,L,B,10,1,A,I,Y,80,11,N,11,A,3,40,1,6,6,Y,Y,E,5,5
49195,0,11,6,1,N,K,N,B,B,E,3,I,B,10,1,A,K,N,43,14,N,20,A,3,37,3,17,4,Y,N,E,3,1
49201,1,3,22,8,E,C,N,B,B,D,12,L,D,15,1,C,G,N,84,18,N,19,A,1,25,1,13,6,N,N,A,1,5
49202,0,9,9,6,N,A,N,B,B,D,8,B,B,5,3,A,E,N,78,8,N,7,B,2,22,1,9,4,N,N,A,2,1
49205,1,2,19,3,N,K,Y,B,B,E,3,J,B,10,1,A,K,N,39,12,N,14,A,2,40,1,17,3,N,N,A,2,6
49207,0,16,18,5,B,I,N,B,B,E,8,H,B,10,1,A,M,Y,45,9,N,12,A,2,34,1,1,7,N,Y,A,2,1
49211,1,4,13,1,N,K,N,B,B,F,3,H,B,20,3,A,K,N,35,8,N,14,A,2,22,1,19,3,Y,N,D,2,7
49212,0,14,12,1,N,K,Y,B,B,E,8,H,B,10,3,A,M,N,96,15,N,20,A,3,40,1,11,6,N,N,E,3,12
49214,1,17,6,4,N,K,N,B,B,E,7,J,B,20,1,A,K,N,45,7,N,6,A,2,22,1,1,6,Y,N,C,4,3
49215,0,2,9,4,C,K,N,B,B,E,3,J,B,20,2,N,M,N,55,12,N,8,A,2,37,1,24,7,Y,N,E,4,1
49216,1,17,10,7,N,A,N,B,B,D,8,B,B,20,3,A,I,N,41,8,N,5,A,2,31,1,14,5,Y,N,C,4,3
49217,1,5,6,4,C,A,Y,B,B,B,3,L,A,5,1,A,B,N,58,6,Y,11,A,2,31,1,21,3,Y,N,C,3,1
49218,0,1,18,5,C,B,N,B,B,D,3,B,B,20,2,A,B,N,94,12,N,14,B,1,31,1,11,4,Y,N,E,1,1
49220,1,7,17,1,E,A,Y,B,B,D,7,B,B,15,1,A,H,N,62,9,N,2,B,2,31,1,17,1,Y,N,C,2,1
49221,1,12,22,3,N,K,N,B,B,E,7,H,B,10,3,A,K,N,49,16,Y,9,A,2,40,1,17,7,Y,N,E,2,4
49222,0,6,7,5,C,K,N,B,B,E,3,J,B,10,3,A,N,Y,38,7,Y,12,A,2,40,1,18,4,Y,Y,C,2,5
49224,0,18,5,4,B,K,Y,B,B,E,8,H,B,20,2,A,N,N,14,8,Y,5,C,2,34,1,23,6,Y,N,D,2,1
49225,1,15,15,2,E,H,Y,B,B,D,8,B,B,10,1,A,D,N,66,17,N,11,B,4,31,1,9,3,N,N,A,4,1
49227,1,16,2,2,B,H,Y,B,B,D,3,B,B,20,1,A,A,N,90,10,N,10,B,2,40,1,2,6,Y,N,E,2,1
49229,0,5,5,4,B,A,N,B,B,D,12,B,B,10,3,A,B,N,61,7,N,8,A,2,37,1,16,1,Y,N,E,2,4
49232,1,17,18,4,B,A,N,B,B,D,12,B,B,15,3,A,I,N,48,7,Y,14,A,1,37,1,14,4,N,N,A,3,11
49233,1,12,19,6,N,H,N,B,B,E,12,I,B,20,1,A,R,N,31,14,N,10,B,2,37,1,10,7,N,N,A,4,1
49235,1,2,17,4,C,A,N,B,B,D,8,B,B,20,2,A,B,N,44,11,Y,15,A,2,40,1,22,2,Y,N,E,6,7
49238,0,8,9,2,N,C,Y,B,B,D,12,B,B,10,1,A,E,N,52,21,N,6,A,1,37,1,5,6,Y,N,E,3,1
49240,0,5,3,2,B,I,Y,B,B,E,2,H,B,20,2,A,K,Y,50,9,N,9,A,2,28,1,4,3,Y,Y,E,2,2
49242,1,6,18,2,B,K,N,B,B,E,8,J,B,15,3,A,K,N,61,6,Y,4,A,2,25,1,21,4,Y,N,E,2,3
49243,1,19,16,6,N,K,N,B,B,E,12,J,B,10,1,A,R,N,93,12,N,13,C,1,37,1,4,5,Y,N,E,2,1
49244,1,9,19,3,B,H,Y,B,B,E,12,H,B,15,1,A,J,N,49,15,N,16,D,2,40,1,1,5,N,N,E,2,2
49247,0,10,1,1,N,H,Y,B,B,D,7,B,B,15,3,A,E,N,7,20,N,17,B,1,22,1,9,5,Y,N,E,1,1
